,IdR,NombreR,ApellidoR,FechaNacR,EdadR,GeneroR,TelefonoR
391,R00000392,Angélica,Córdoba,1980-10-28,42,Femenino,0985925091
392,R00000393,Katherine,Velásquez,1978-02-11,44,Femenino,0989575341
393,R00000394,Ángela,Cuesta,1977-11-08,45,Femenino,0987641055
394,R00000395,José,Guerra,1993-11-02,29,Masculino,0984164574
395,R00000396,Iván,Polo,1980-07-13,42,Masculino,0980302098
396,R00000397,Luis,Londoño,1993-08-31,29,Masculino,0988404688
397,R00000398,Adriana,Vásquez,1985-01-09,37,Femenino,0986771130
398,R00000399,Cristhian,Ramírez,1975-12-27,46,Masculino,0987725537
399,R00000400,Angie,Sánchez,1993-03-14,29,Femenino,0981429149
400,R00000401,Juan,Polo,1988-05-05,34,Masculino,0984662315
401,R00000402,Juana,Orozco,1994-01-16,28,Femenino,0980181044
402,R00000403,Hernando,Garcés,1973-06-07,49,Masculino,0989168747
403,R00000404,Fabián,Moreno,1992-09-18,30,Masculino,0987176429
404,R00000405,José,Rodríguez,1980-01-18,42,Masculino,0985373243
405,R00000406,Carlos,Hernández,1997-07-21,25,Masculino,0982124641
406,R00000407,David,Carvajal,1983-03-14,39,Masculino,0989927213
407,R00000408,Arturo,Castro,1981-11-02,41,Masculino,0982759395
408,R00000409,Ana,Cuéllar,1974-05-07,48,Femenino,0984263644
409,R00000410,Camila,Correa,1985-02-01,37,Femenino,0984995687
410,R00000411,Alexander,Vargas,1989-06-24,33,Masculino,0988383662
411,R00000412,Lorena,Hernández,1980-12-12,41,Femenino,0981323126
412,R00000413,Daniel,Ordóñez,1976-06-11,46,Masculino,0984253886
413,R00000414,Amanda,Gómez,1985-05-11,37,Femenino,0987317249
414,R00000415,Christian,Melo,1991-04-11,31,Masculino,0982712662
415,R00000416,Rosa,Betancur,1982-01-19,40,Femenino,0980997641
416,R00000417,José,Parada,1984-07-05,38,Masculino,0984746029
417,R00000418,Hugo,Rodríguez,1994-09-03,28,Masculino,0981853823
418,R00000419,Adolfo,Ramírez,1989-04-11,33,Masculino,0983812923
419,R00000420,Luz,Chacón,1992-11-11,30,Femenino,0983433654
420,R00000421,Manuel,Montoya,1991-01-25,31,Masculino,0988938582
421,R00000422,Alberto,Vargas,1996-12-05,26,Masculino,0984412692
422,R00000423,John,Ortiz,1976-02-02,46,Masculino,0985344213
423,R00000424,Beatriz,Rodríguez,1987-05-19,35,Femenino,0987475059
424,R00000425,Nancy,Sandoval,1980-05-09,42,Femenino,0987948348
425,R00000426,Yaneth,Rodríguez,1985-10-13,37,Femenino,0983909027
426,R00000427,Luis,Gómez,1994-07-08,28,Masculino,0983554857
427,R00000428,Manuela,Flórez,1994-01-25,28,Femenino,0983666287
428,R00000429,Elena,Leal,1974-11-14,48,Femenino,0985128655
429,R00000430,Jorge,Rincón,1984-04-29,38,Masculino,0983612750
430,R00000431,Eduardo,Suárez,1987-06-26,35,Masculino,0980894486
431,R00000432,Viviana,Gaitán,1988-03-14,34,Femenino,0988872689
432,R00000433,Luis,Suárez,1980-03-07,42,Masculino,0983992229
433,R00000434,María,Sánchez,1979-12-21,42,Femenino,0984469066
434,R00000435,Vanessa,Pinzón,1988-03-25,34,Femenino,0982887372
435,R00000436,Julieth,Aguilar,1985-12-23,36,Femenino,0986339789
436,R00000437,Martha,Vargas,1987-08-08,35,Femenino,0989482528
437,R00000438,Javier,Palacios,1983-12-05,39,Masculino,0986367460
438,R00000439,Cecilia,Salazar,1994-12-17,27,Femenino,0988631178
439,R00000440,Luz,Caicedo,1997-04-26,25,Femenino,0982295431
440,R00000441,Lady,Vanegas,1977-11-09,45,Femenino,0986875476
441,R00000442,Andrea,Pabón,1990-07-19,32,Femenino,0987372195
442,R00000443,César,Soto,1997-05-02,25,Masculino,0988272350
443,R00000444,Gisela,Cortés,1989-09-26,33,Femenino,0989285030
444,R00000445,Edgar,Vargas,1973-08-21,49,Masculino,0983786274
445,R00000446,Alberto,Peña,1978-08-07,44,Masculino,0989672188
446,R00000447,Luz,Pérez,1991-09-10,31,Femenino,0983445656
447,R00000448,Javier,Peña,1981-02-14,41,Masculino,0988616485
448,R00000449,Isabel,Benítez,1986-10-18,36,Femenino,0983738817
449,R00000450,Luz,Álvarez,1997-03-11,25,Femenino,0983395113
450,R00000451,Amparo,Correa,1981-10-17,41,Femenino,0981592277
451,R00000452,Isaac,López,1986-03-19,36,Masculino,0989978188
452,R00000453,Margarita,Velásquez,1991-06-30,31,Femenino,0988876392
453,R00000454,Felipe,Gutiérrez,1994-07-30,28,Masculino,0983298648
454,R00000455,Hugo,Martínez,1990-02-09,32,Masculino,0985236281
455,R00000456,Julián,Cáceres,1990-06-17,32,Masculino,0984615320
456,R00000457,Yerson,Díaz,1989-11-09,33,Masculino,0987637223
457,R00000458,Tania,Cifuentes,1980-05-12,42,Femenino,0987988987
458,R00000459,Jhonny,Méndez,1981-02-08,41,Masculino,0983767245
459,R00000460,Robinson,Vera,1993-03-16,29,Masculino,0989379899
460,R00000461,Kevin,Vega,1996-08-12,26,Masculino,0988862260
461,R00000462,Óscar,Rodríguez,1993-05-01,29,Masculino,0983511855
462,R00000463,Juan,Rodríguez,1989-12-23,32,Masculino,0987694533
463,R00000464,David,Lozano,1975-06-19,47,Masculino,0981173016
464,R00000465,Uriel,Morales,1991-05-29,31,Masculino,0986166932
465,R00000466,Ricardo,Velásquez,1974-02-27,48,Masculino,0980502611
466,R00000467,Sebastián,Velásquez,1981-10-10,41,Masculino,0980196943
467,R00000468,Enith,Ramírez,1994-03-27,28,Femenino,0983645921
468,R00000469,Jaime,Martínez,1992-08-09,30,Masculino,0986353077
469,R00000470,José,García,1984-11-12,38,Masculino,0985916518
470,R00000471,Luis,Burbano,1980-02-15,42,Masculino,0988263179
471,R00000472,Andrés,Patiño,1989-04-13,33,Masculino,0982312141
472,R00000473,Milena,Castrillón,1988-01-09,34,Femenino,0982412686
473,R00000474,Estiven,Escobar,1996-05-22,26,Masculino,0981484435
474,R00000475,Ariel,Murillo,1979-03-23,43,Masculino,0980779284
475,R00000476,Javier,Buitrago,1989-10-30,33,Masculino,0989697328
476,R00000477,Enrique,Díaz,1979-09-10,43,Masculino,0987727440
477,R00000478,Óscar,Rincón,1973-06-21,49,Masculino,0988325843
478,R00000479,Johanna,Páez,1974-07-12,48,Femenino,0984204351
479,R00000480,Germán,Valencia,1983-10-24,39,Masculino,0986595064
480,R00000481,Rosario,Puentes,1995-03-08,27,Femenino,0987244544
481,R00000482,Luis,Serna,1979-09-12,43,Masculino,0980758754
482,R00000483,María,Toro,1983-01-26,39,Femenino,0980784525
483,R00000484,Laura,Pérez,1973-01-17,49,Femenino,0988379860
484,R00000485,Lucero,Barreto,1993-09-25,29,Femenino,0982642283
485,R00000486,Alfredo,Ruiz,1989-12-12,32,Masculino,0986142788
486,R00000487,Laura,Correa,1983-06-08,39,Femenino,0984933657
487,R00000488,Alirio,Mendoza,1980-04-26,42,Masculino,0989976052
488,R00000489,Manuel,Mesa,1975-10-30,47,Masculino,0985584228
489,R00000490,Rita,Martínez,1982-02-06,40,Femenino,0980737538
490,R00000491,Diana,Trujillo,1987-03-27,35,Femenino,0987411493
491,R00000492,Julio,Duarte,1975-01-29,47,Masculino,0989335265
492,R00000493,Amanda,Olaya,1986-01-18,36,Femenino,0980914980
493,R00000494,Luis,Méndez,1979-05-08,43,Masculino,0981795669
494,R00000495,Fernando,González,1997-12-04,25,Masculino,0986489641
495,R00000496,Vanessa,Cardona,1978-07-04,44,Femenino,0989685880
496,R00000497,Edinson,Olaya,1992-04-18,30,Masculino,0985784819
497,R00000498,Blanca,Rodríguez,1990-02-22,32,Femenino,0989931290
498,R00000499,Oswaldo,Chávez,1997-10-21,25,Masculino,0989563261
499,R00000500,Alberto,Ospina,1995-03-19,27,Masculino,0985854841
500,R00000501,Juan,Quiroga,1981-05-24,41,Masculino,0989679686
501,R00000502,Gloria,Riascos,1975-07-22,47,Femenino,0980982275
502,R00000503,Jhon,Arias,1987-09-18,35,Masculino,0980842124
503,R00000504,Claudia,Palacios,1986-09-01,36,Femenino,0988418157
504,R00000505,Fernando,García,1991-09-09,31,Masculino,0980783598
505,R00000506,Sonia,Ruiz,1991-12-09,30,Femenino,0981226271
506,R00000507,Karina,Ruiz,1988-01-09,34,Femenino,0989694498
507,R00000508,Vanesa,Ramírez,1975-10-20,47,Femenino,0983459831
508,R00000509,Alirio,García,1995-03-19,27,Masculino,0985648540
509,R00000510,Carlos,Serna,1991-04-22,31,Masculino,0987958624
510,R00000511,Luis,Manrique,1994-03-15,28,Masculino,0982261881
511,R00000512,Carmen,Beltrán,1983-07-18,39,Femenino,0987251077
512,R00000513,Johanna,Orjuela,1988-08-06,34,Femenino,0989621587
513,R00000514,Jhon,Londoño,1979-04-24,43,Masculino,0983555561
514,R00000515,Roberto,Morales,1984-02-12,38,Masculino,0987128555
515,R00000516,Ricardo,Vargas,1988-03-27,34,Masculino,0984864568
516,R00000517,Sebastián,Medina,1986-06-28,36,Masculino,0983536613
517,R00000518,Lizeth,Cantillo,1990-12-26,31,Femenino,0987168164
518,R00000519,Camilo,Rendón,1994-09-03,28,Masculino,0989276693
519,R00000520,Ligia,Gómez,1985-05-08,37,Femenino,0989303798
520,R00000521,Diana,Morales,1994-09-26,28,Femenino,0980511331
521,R00000522,María,Marín,1996-04-10,26,Femenino,0984332774
522,R00000523,Patricia,Alzate,1982-12-22,39,Femenino,0981311666
523,R00000524,Lucía,Sierra,1978-10-02,44,Femenino,0984104157
524,R00000525,Daniel,Vélez,1992-05-20,30,Masculino,0989938920
525,R00000526,Daniel,Alarcón,1988-04-19,34,Masculino,0987628921
526,R00000527,Roger,Aguilar,1992-05-04,30,Masculino,0984262959
527,R00000528,Orlando,Jaimes,1985-08-09,37,Masculino,0985741967
528,R00000529,Jeferson,Sarmiento,1986-01-07,36,Masculino,0984425944
529,R00000530,Willian,Gómez,1981-07-30,41,Masculino,0982314640
530,R00000531,Juan,Rodríguez,1997-07-18,25,Masculino,0982958978
531,R00000532,Luis,García,1988-12-07,33,Masculino,0981497999
532,R00000533,Teresa,Osorio,1978-08-22,44,Femenino,0980913956
533,R00000534,David,Amaya,1973-02-11,49,Masculino,0983715040
534,R00000535,Francisco,Giraldo,1989-07-10,33,Masculino,0981255198
535,R00000536,Javier,Ramírez,1989-06-08,33,Masculino,0988683148
536,R00000537,Edilma,Londoño,1992-05-06,30,Femenino,0982838146
537,R00000538,Sandra,Zuluaga,1996-07-08,26,Femenino,0989635762
538,R00000539,José,Pulido,1976-08-01,46,Masculino,0986246368
539,R00000540,Esperanza,Mora,1989-08-03,33,Femenino,0988668284
540,R00000541,Carmenza,Bernal,1997-08-15,25,Femenino,0989674127
541,R00000542,Rosa,Estrada,1987-05-03,35,Femenino,0980494229
542,R00000543,Luis,Serna,1996-04-16,26,Masculino,0985124863
543,R00000544,Amanda,Lozano,1982-12-28,39,Femenino,0981889588
544,R00000545,David,Palacios,1980-10-07,42,Masculino,0982597191
545,R00000546,Adriana,Cardona,1991-05-08,31,Femenino,0989406575
546,R00000547,Guillermo,Rueda,1976-04-15,46,Masculino,0982406379
547,R00000548,Isaac,Cardona,1978-04-24,44,Masculino,0989574855
548,R00000549,Wilfredo,Velasco,1991-02-27,31,Masculino,0983426138
549,R00000550,Olga,Molano,1987-10-17,35,Femenino,0980679790
550,R00000551,Manuel,Ramos,1986-04-19,36,Masculino,0989932176
551,R00000552,Marco,Ortiz,1988-10-28,34,Masculino,0988704346
552,R00000553,Eduardo,López,1991-07-22,31,Masculino,0989541121
553,R00000554,Santiago,Gutiérrez,1995-01-21,27,Masculino,0985201532
554,R00000555,Leonel,Durán,1984-12-14,37,Masculino,0983379848
555,R00000556,Judith,López,1980-09-23,42,Femenino,0985469419
556,R00000557,Javier,Velandia,1992-07-25,30,Masculino,0984548854
557,R00000558,Paola,Rojas,1996-12-31,25,Femenino,0984456655
558,R00000559,Paula,Restrepo,1987-07-17,35,Femenino,0986129495
559,R00000560,Alejandro,Flórez,1983-10-02,39,Masculino,0984425886
560,R00000561,Elena,Moreno,1975-02-03,47,Femenino,0987139117
561,R00000562,Ever,Tovar,1975-12-07,46,Masculino,0982453759
562,R00000563,Nubia,Vera,1994-08-14,28,Femenino,0982666813
563,R00000564,Aurelio,Leal,1982-04-18,40,Masculino,0984247559
564,R00000565,Jair,Vega,1990-02-24,32,Masculino,0988448794
565,R00000566,Brayan,Martínez,1990-09-25,32,Masculino,0983891833
566,R00000567,Luz,Álvarez,1989-03-07,33,Femenino,0988634494
567,R00000568,Carlos,Pérez,1973-12-18,48,Masculino,0983377830
568,R00000569,Yesid,Zuluaga,1973-10-05,49,Masculino,0981848410
569,R00000570,Mauricio,Gutiérrez,1981-05-30,41,Masculino,0980156174
570,R00000571,Dario,Ruiz,1980-01-28,42,Masculino,0986925448
571,R00000572,Ramiro,Escobar,1984-05-26,38,Masculino,0982226643
572,R00000573,Mauricio,López,1981-04-26,41,Masculino,0986238117
573,R00000574,Daniel,Gutiérrez,1990-08-28,32,Masculino,0983716880
574,R00000575,Julio,Cardozo,1992-09-01,30,Masculino,0982839360
575,R00000576,Andrés,Rodríguez,1974-07-26,48,Masculino,0980232428
576,R00000577,Liseth,Salgado,1995-07-31,27,Femenino,0980671810
577,R00000578,Miguel,Hernández,1979-12-22,42,Masculino,0989884230
578,R00000579,Alfonso,Osorio,1994-01-10,28,Masculino,0985293417
579,R00000580,César,Alzate,1974-05-16,48,Masculino,0988494082
580,R00000581,Angélica,Vargas,1985-05-31,37,Femenino,0983536972
581,R00000582,Tulio,López,1980-01-05,42,Masculino,0985601684
582,R00000583,Edilson,Arenas,1981-02-24,41,Masculino,0984238833
583,R00000584,Martha,Parra,1997-05-19,25,Femenino,0983887917
584,R00000585,Alexandra,Martínez,1988-04-15,34,Femenino,0983638019
585,R00000586,Felipe,García,1994-06-25,28,Masculino,0984279847
586,R00000587,Luis,Salazar,1973-12-20,48,Masculino,0982175798
587,R00000588,Mauricio,García,1997-12-11,24,Masculino,0980519962
588,R00000589,Jorge,Álvarez,1986-11-21,36,Masculino,0981155017
589,R00000590,Lilia,Vásquez,1985-04-23,37,Femenino,0984588420
590,R00000591,Liliana,Romero,1973-02-24,49,Femenino,0983986651
591,R00000592,Jhon,Galindo,1974-09-25,48,Masculino,0981785913
592,R00000593,Francisco,Ocampo,1974-10-24,48,Masculino,0983504199
593,R00000594,Sandra,Pabón,1996-06-16,26,Femenino,0989507777
594,R00000595,Emilio,Parra,1996-05-01,26,Masculino,0983839711
595,R00000596,Catalina,Vanegas,1985-10-30,37,Femenino,0984395199
596,R00000597,Fernanda,Cano,1995-09-26,27,Femenino,0989265186
597,R00000598,Amparo,Rojas,1995-07-03,27,Femenino,0989828344
598,R00000599,Edgar,Bejarano,1987-07-28,35,Masculino,0981158727
599,R00000600,Samuel,Torres,1981-06-12,41,Masculino,0980312542
600,R00000601,Andrés,Morales,1983-10-17,39,Masculino,0983955641
601,R00000602,Paola,Arrieta,1996-08-25,26,Femenino,0981165833
602,R00000603,Jefferson,Jaimes,1975-11-01,47,Masculino,0982612424
603,R00000604,Alexander,Ramírez,1975-01-26,47,Masculino,0983279663
604,R00000605,Esther,Cárdenas,1979-06-02,43,Femenino,0985227211
605,R00000606,Fernanda,Castañeda,1987-06-12,35,Femenino,0989574830
606,R00000607,Rosario,Ramos,1982-12-01,40,Femenino,0981323313
607,R00000608,Andrés,Herrera,1985-03-20,37,Masculino,0980549027
608,R00000609,Rafael,Sánchez,1985-01-20,37,Masculino,0988507953
609,R00000610,Paola,Guerrero,1979-12-07,42,Femenino,0984179673
610,R00000611,Nelly,González,1993-01-11,29,Femenino,0981782677
611,R00000612,Juan,Murcia,1976-05-03,46,Masculino,0989589785
612,R00000613,María,Meza,1986-02-13,36,Femenino,0985775683
613,R00000614,Mauricio,Soto,1982-02-07,40,Masculino,0988229223
614,R00000615,Alberto,Castañeda,1981-03-18,41,Masculino,0987899917
615,R00000616,Jhon,Hernández,1988-03-07,34,Masculino,0986805470
616,R00000617,Patricia,Suárez,1975-02-26,47,Femenino,0986259762
617,R00000618,Ángela,Valencia,1976-03-07,46,Femenino,0988109746
618,R00000619,Nancy,Bolaños,1997-05-05,25,Femenino,0980223164
619,R00000620,Víctor,Vargas,1989-07-28,33,Masculino,0980456576
620,R00000621,José,Cano,1990-06-12,32,Masculino,0981833833
621,R00000622,Mario,Cárdenas,1992-11-25,30,Masculino,0982257713
622,R00000623,Jesús,Zuluaga,1990-11-08,32,Masculino,0985339957
623,R00000624,Nancy,Calderón,1992-11-13,30,Femenino,0982464958
624,R00000625,Liseth,González,1980-09-22,42,Femenino,0984663555
625,R00000626,Fabián,Arévalo,1978-05-15,44,Masculino,0982623111
626,R00000627,Alfonso,Yepes,1978-08-01,44,Masculino,0982527812
627,R00000628,Pablo,Corredor,1974-08-31,48,Masculino,0989778723
628,R00000629,Alfonso,Castillo,1996-11-29,26,Masculino,0983375961
629,R00000630,Eduardo,Valderrama,1978-11-03,44,Masculino,0986288256
630,R00000631,María,Sánchez,1994-01-30,28,Femenino,0980218267
631,R00000632,Gloria,Bernal,1991-10-12,31,Femenino,0988314620
632,R00000633,Óscar,Rodríguez,1974-03-30,48,Masculino,0984159336
633,R00000634,Alejandro,Herrera,1997-12-16,24,Masculino,0982882970
634,R00000635,Jairo,Navarro,1987-12-14,34,Masculino,0983704384
635,R00000636,Freddy,Cuéllar,1987-03-21,35,Masculino,0983416899
636,R00000637,Javier,Rodríguez,1993-03-15,29,Masculino,0989107582
637,R00000638,María,Rivera,1993-04-19,29,Femenino,0980701793
638,R00000639,Héctor,Murillo,1982-03-15,40,Masculino,0980225136
639,R00000640,Karina,Mendoza,1975-10-06,47,Femenino,0985957399
640,R00000641,Juan,Suárez,1975-02-07,47,Masculino,0980476662
641,R00000642,Edgar,Rincón,1987-05-09,35,Masculino,0985962346
642,R00000643,Rafael,Jaramillo,1985-04-30,37,Masculino,0984913132
643,R00000644,Johanna,Padilla,1996-02-09,26,Femenino,0989985334
644,R00000645,Piedad,Espitia,1996-11-16,26,Femenino,0984943477
645,R00000646,Melba,Molina,1981-11-23,41,Femenino,0980777794
646,R00000647,Patricia,Ríos,1986-08-14,36,Femenino,0983429417
647,R00000648,Wilmer,Ruiz,1982-06-02,40,Masculino,0983949893
648,R00000649,Cecilia,Rojas,1979-08-29,43,Femenino,0987167665
649,R00000650,Adolfo,Rueda,1986-11-23,36,Masculino,0982468618
650,R00000651,Mónica,Castañeda,1980-08-13,42,Femenino,0985181062
651,R00000652,Iván,Álvarez,1996-10-12,26,Masculino,0985562456
652,R00000653,Andrés,Mendoza,1996-02-17,26,Masculino,0983211745
653,R00000654,Alfonso,Soto,1975-03-14,47,Masculino,0989574869
654,R00000655,Felipe,Caicedo,1973-01-06,49,Masculino,0980829881
655,R00000656,Amparo,Loaiza,1995-04-10,27,Femenino,0983156414
656,R00000657,Juan,Fonseca,1990-06-23,32,Masculino,0984495715
657,R00000658,José,Morales,1981-02-23,41,Masculino,0988317115
658,R00000659,Orlando,Villegas,1987-12-13,34,Masculino,0980313255
659,R00000660,Adela,Ramírez,1978-09-04,44,Femenino,0982322733
660,R00000661,Yamile,Herrera,1982-08-12,40,Femenino,0988511117
661,R00000662,Javier,Mantilla,1992-10-04,30,Masculino,0982744033
662,R00000663,Sonia,Arrieta,1979-02-08,43,Femenino,0989695767
663,R00000664,Javier,Ojeda,1981-08-26,41,Masculino,0988303982
664,R00000665,Lorena,Fuentes,1978-06-09,44,Femenino,0986422082
665,R00000666,Hernán,Ardila,1995-10-20,27,Masculino,0985953075
666,R00000667,Yesid,Valencia,1990-09-26,32,Masculino,0989587325
667,R00000668,Natalia,Galeano,1982-12-24,39,Femenino,0982511353
668,R00000669,Juan,Martínez,1973-08-31,49,Masculino,0989516723
669,R00000670,Efrain,Muñoz,1991-10-14,31,Masculino,0985641990
670,R00000671,Felipe,González,1989-03-10,33,Masculino,0987589156
671,R00000672,María,Gonzáles,1983-11-29,39,Femenino,0981705037
672,R00000673,Cristian,Ojeda,1990-06-14,32,Masculino,0989855292
673,R00000674,Jennifer,Caicedo,1994-04-11,28,Femenino,0988731599
674,R00000675,Mercedes,Cantillo,1989-08-05,33,Femenino,0985281652
675,R00000676,Andrea,Rojas,1981-11-09,41,Femenino,0987624468
676,R00000677,Felipe,Ruiz,1985-03-08,37,Masculino,0980362243
677,R00000678,Rubén,Bernal,1994-03-26,28,Masculino,0980749928
678,R00000679,María,Mena,1997-07-29,25,Femenino,0982115816
679,R00000680,Marta,Miranda,1992-01-06,30,Femenino,0989993943
680,R00000681,Carlos,Velasco,1990-07-25,32,Masculino,0987595622
681,R00000682,Mauricio,Nieto,1975-01-27,47,Masculino,0984147157
682,R00000683,Viviana,Moreno,1994-02-06,28,Femenino,0989228948
683,R00000684,Juan,Sánchez,1979-01-28,43,Masculino,0989674264
684,R00000685,Catalina,Pulido,1981-01-11,41,Femenino,0986542115
685,R00000686,María,Mena,1989-10-03,33,Femenino,0982447196
686,R00000687,Leonardo,Caicedo,1986-12-17,35,Masculino,0986418230
687,R00000688,María,Cárdenas,1996-03-05,26,Femenino,0989468748
688,R00000689,Eduardo,Pérez,1996-04-13,26,Masculino,0986522722
689,R00000690,Augusto,Castro,1977-10-30,45,Masculino,0985281772
690,R00000691,Mónica,Vargas,1977-08-09,45,Femenino,0980353267
691,R00000692,Armando,Muñoz,1991-08-04,31,Masculino,0985454234
692,R00000693,Lina,García,1976-09-23,46,Femenino,0987659996
693,R00000694,Mateo,Calderón,1996-12-22,25,Masculino,0982799128
694,R00000695,Diego,Agudelo,1980-03-15,42,Masculino,0985269468
695,R00000696,Abraham,Mantilla,1982-07-24,40,Masculino,0983576875
696,R00000697,Gabriel,Carrillo,1974-06-04,48,Masculino,0989353499
697,R00000698,Viviana,Bedoya,1984-09-28,38,Femenino,0989722755
698,R00000699,Andrea,Martínez,1973-11-07,49,Femenino,0988104345
