,IdD,NombreD,ApellidoD,FechaNacD,EdadD,GeneroD,TituloD,TelefonoD
331,D00000332,Jesús,Ruiz,1996-07-16,26,Masculino,Bachillerato,0981768658
332,D00000333,Gladys,Daza,1997-10-08,25,Femenino,Bachillerato,0985782224
333,D00000334,Mauricio,Bohórquez,1990-03-24,32,Masculino,Licenciado,0986994164
334,D00000335,Víctor,Ríos,1977-07-06,45,Masculino,Maestria,0984544593
335,D00000336,David,Mendoza,1988-11-25,34,Masculino,Tecnologo,0982479815
336,D00000337,María,Gil,1983-01-24,39,Femenino,Licenciado,0989891798
337,D00000338,Ramiro,Carrillo,1994-02-25,28,Masculino,Licenciado,0985573335
338,D00000339,Hernando,Carvajal,1982-07-23,40,Masculino,Licenciado,0987802119
339,D00000340,Jairo,Rojas,1977-12-03,45,Masculino,Bachillerato,0986862872
340,D00000341,Albert,Murillo,1975-11-08,47,Masculino,Licenciado,0985911242
341,D00000342,Stella,Duque,1983-06-17,39,Femenino,Doctorado,0981202936
342,D00000343,Ernesto,Cifuentes,1977-06-02,45,Masculino,Tecnologo,0982258326
343,D00000344,David,Restrepo,1979-09-01,43,Masculino,Doctorado,0985409296
344,D00000345,Stiven,Sánchez,1989-08-24,33,Masculino,Maestria,0987732349
345,D00000346,Carolina,Rincón,1982-10-05,40,Femenino,Maestria,0985389769
346,D00000347,Patricia,Castillo,1997-10-31,25,Femenino,Licenciado,0985779824
347,D00000348,David,Vargas,1977-01-04,45,Masculino,Tecnologo,0984939371
348,D00000349,Mauricio,Hernández,1991-08-09,31,Masculino,Licenciado,0984799584
349,D00000350,Carmenza,Soto,1983-10-27,39,Femenino,Tecnologo,0984123460
350,D00000351,Duván,Salgado,1981-12-30,40,Masculino,Licenciado,0982742496
351,D00000352,Lilia,Betancur,1991-09-09,31,Femenino,Bachillerato,0986936269
352,D00000353,Marleny,Ruiz,1997-12-14,24,Femenino,Maestria,0986369695
353,D00000354,Hernán,Gómez,1997-12-26,24,Masculino,Bachillerato,0981271649
354,D00000355,Julián,López,1997-04-22,25,Masculino,Licenciado,0985681448
355,D00000356,Rocío,Reyes,1973-08-22,49,Femenino,Bachillerato,0982889778
356,D00000357,Carlos,Rojas,1992-12-17,29,Masculino,Tecnologo,0980986543
357,D00000358,Elsy,Torres,1978-10-31,44,Femenino,Maestria,0982791442
358,D00000359,Mercedes,Díaz,1985-04-23,37,Femenino,Bachillerato,0985425751
359,D00000360,Yair,García,1976-06-05,46,Masculino,Licenciado,0987632951
360,D00000361,Yurany,Prada,1976-10-07,46,Femenino,Doctorado,0988376092
361,D00000362,Pedro,Cano,1992-06-08,30,Masculino,Licenciado,0989111343
362,D00000363,Mateo,Luna,1994-05-24,28,Masculino,Tecnologo,0984897431
363,D00000364,Orlando,Ramírez,1992-01-14,30,Masculino,Maestria,0980805433
364,D00000365,Luis,Serna,1985-12-01,37,Masculino,Maestria,0987466563
365,D00000366,Delia,Villa,1985-04-19,37,Femenino,Maestria,0984447992
366,D00000367,Edith,Jaimes,1978-05-14,44,Femenino,Tecnologo,0981523447
367,D00000368,Ruth,Soto,1974-04-05,48,Femenino,Maestria,0984145599
368,D00000369,Alexandra,Ríos,1981-02-15,41,Femenino,Maestria,0982496110
369,D00000370,Cristian,Rojas,1992-07-20,30,Masculino,Bachillerato,0988992615
370,D00000371,Andrés,Fonseca,1988-09-24,34,Masculino,Tecnologo,0985945129
371,D00000372,Luis,Díaz,1997-03-05,25,Masculino,Maestria,0980583839
372,D00000373,Lucy,Contreras,1987-01-20,35,Femenino,Tecnologo,0983469110
373,D00000374,Lina,Acosta,1974-06-28,48,Femenino,Licenciado,0980699860
374,D00000375,Rita,Aguirre,1989-04-17,33,Femenino,Doctorado,0985749695
375,D00000376,Lucy,Agudelo,1974-12-06,47,Femenino,Maestria,0981939775
376,D00000377,Sebastián,León,1978-03-19,44,Masculino,Licenciado,0983674599
377,D00000378,Pablo,Quiroga,1982-02-27,40,Masculino,Bachillerato,0980706749
378,D00000379,Orlando,Yepes,1995-08-04,27,Masculino,Maestria,0987903699
379,D00000380,Inés,López,1991-07-15,31,Femenino,Maestria,0989911668
380,D00000381,Cristian,Gutiérrez,1983-04-07,39,Masculino,Licenciado,0982815789
381,D00000382,Rafael,Londoño,1993-07-01,29,Masculino,Bachillerato,0982964585
382,D00000383,José,Gómez,1980-05-18,42,Masculino,Tecnologo,0980524018
383,D00000384,Rosa,Vallejo,1980-01-13,42,Femenino,Doctorado,0985549468
384,D00000385,Esteban,López,1983-12-17,38,Masculino,Licenciado,0989143840
385,D00000386,Mario,Suárez,1980-03-02,42,Masculino,Doctorado,0980226286
386,D00000387,Carlos,Méndez,1980-12-30,41,Masculino,Tecnologo,0980342476
387,D00000388,Jhon,Carvajal,1980-07-23,42,Masculino,Licenciado,0987497878
388,D00000389,Lucero,Martínez,1996-12-04,26,Femenino,Tecnologo,0985958567
389,D00000390,Iris,Reyes,1976-11-09,46,Femenino,Maestria,0983772481
390,D00000391,José,Bermúdez,1975-05-11,47,Masculino,Maestria,0987991129
391,D00000392,Carlos,Cardona,1973-10-13,49,Masculino,Licenciado,0981738090
392,D00000393,Oswaldo,García,1986-03-19,36,Masculino,Doctorado,0980611352
393,D00000394,Valentina,Martínez,1996-08-16,26,Femenino,Bachillerato,0984871157
394,D00000395,Diana,Pineda,1994-08-16,28,Femenino,Tecnologo,0984164253
395,D00000396,Orlando,Vélez,1993-04-06,29,Masculino,Licenciado,0984742373
396,D00000397,Gustavo,Martínez,1976-08-07,46,Masculino,Licenciado,0986381149
397,D00000398,Andrés,Suárez,1991-12-19,30,Masculino,Licenciado,0989559978
398,D00000399,Diego,Guerrero,1982-02-21,40,Masculino,Tecnologo,0983389713
399,D00000400,Alejandro,García,1979-05-07,43,Masculino,Licenciado,0985209945
400,D00000401,Angélica,Gómez,1977-12-06,44,Femenino,Tecnologo,0983572711
401,D00000402,Robinson,Gallego,1986-09-05,36,Masculino,Maestria,0988209610
402,D00000403,Gabriel,Rojas,1976-03-25,46,Masculino,Tecnologo,0985737698
403,D00000404,Germán,Jiménez,1982-03-20,40,Masculino,Licenciado,0980458858
404,D00000405,Fernando,Camargo,1989-12-27,32,Masculino,Bachillerato,0989435299
405,D00000406,Lidia,Valderrama,1977-11-07,45,Femenino,Tecnologo,0989509493
406,D00000407,Andrés,Villamizar,1987-04-17,35,Masculino,Bachillerato,0984773364
407,D00000408,Gloria,Ardila,1979-08-21,43,Femenino,Licenciado,0983535498
408,D00000409,Diego,Barrios,1979-05-07,43,Masculino,Bachillerato,0985638060
409,D00000410,Dario,Correa,1973-12-17,48,Masculino,Licenciado,0988246628
410,D00000411,Francisco,González,1974-02-19,48,Masculino,Bachillerato,0986784056
411,D00000412,Yudy,Fuentes,1981-07-14,41,Femenino,Licenciado,0981869275
412,D00000413,Diana,Gómez,1982-09-05,40,Femenino,Maestria,0989786188
413,D00000414,Cristian,Galeano,1993-12-25,28,Masculino,Tecnologo,0988519024
414,D00000415,Ronal,Daza,1995-04-10,27,Masculino,Licenciado,0980811252
415,D00000416,Blanca,Ojeda,1981-12-12,40,Femenino,Licenciado,0985384585
416,D00000417,María,Vergara,1989-02-24,33,Femenino,Bachillerato,0984999088
417,D00000418,Daniela,García,1977-04-12,45,Femenino,Licenciado,0988538779
418,D00000419,Gregorio,Gómez,1981-06-23,41,Masculino,Licenciado,0983657962
419,D00000420,Carlos,Paz,1995-08-05,27,Masculino,Licenciado,0986844680
420,D00000421,Francisco,Manrique,1995-05-08,27,Masculino,Licenciado,0988732585
421,D00000422,Camilo,Castillo,1982-07-14,40,Masculino,Bachillerato,0988153242
422,D00000423,Margarita,Camacho,1982-03-19,40,Femenino,Doctorado,0985695424
423,D00000424,Constanza,Rubio,1988-09-03,34,Femenino,Bachillerato,0989213696
424,D00000425,Alejandro,Moreno,1994-02-05,28,Masculino,Doctorado,0980159558
425,D00000426,Antonio,Morales,1997-05-06,25,Masculino,Bachillerato,0982387856
426,D00000427,Daniel,Escobar,1981-05-29,41,Masculino,Bachillerato,0983281044
427,D00000428,Jeison,Sánchez,1985-02-12,37,Masculino,Bachillerato,0980503170
428,D00000429,Julio,Riascos,1974-12-22,47,Masculino,Bachillerato,0983806667
429,D00000430,Eduardo,Guerra,1986-10-14,36,Masculino,Licenciado,0985645157
430,D00000431,Concepción,Ochoa,1987-06-15,35,Femenino,Tecnologo,0987518688
431,D00000432,Gabriel,Arteaga,1997-12-16,24,Masculino,Licenciado,0982279217
432,D00000433,María,Ramírez,1996-03-12,26,Femenino,Licenciado,0985183690
433,D00000434,Omaira,Pérez,1986-10-02,36,Femenino,Licenciado,0982207044
434,D00000435,Liliana,Castaño,1982-08-17,40,Femenino,Doctorado,0981803529
435,D00000436,Tomás,Restrepo,1973-07-14,49,Masculino,Doctorado,0987176929
436,D00000437,Luz,Arenas,1988-12-31,33,Femenino,Tecnologo,0989651811
437,D00000438,Edith,Rincón,1985-07-27,37,Femenino,Licenciado,0984764382
438,D00000439,Mercedes,García,1984-05-24,38,Femenino,Bachillerato,0988891710
439,D00000440,Pedro,Campo,1995-08-18,27,Masculino,Tecnologo,0982478116
440,D00000441,Norbey,Mesa,1978-09-10,44,Masculino,Bachillerato,0988264034
441,D00000442,Rosa,Guzmán,1994-11-06,28,Femenino,Licenciado,0985255856
442,D00000443,Nidia,Montes,1984-12-28,37,Femenino,Licenciado,0980905966
443,D00000444,Duván,Rodríguez,1995-08-30,27,Masculino,Bachillerato,0980467985
444,D00000445,Yazmín,Valencia,1977-08-09,45,Femenino,Tecnologo,0982724870
445,D00000446,Jhon,Orozco,1987-09-13,35,Masculino,Licenciado,0982337326
446,D00000447,Eliecer,Alfonso,1981-12-29,40,Masculino,Licenciado,0982825998
447,D00000448,Elsa,Morales,1992-12-17,29,Femenino,Doctorado,0981185412
448,D00000449,Eduardo,Rivera,1991-06-12,31,Masculino,Maestria,0981114174
449,D00000450,Alejandra,Sierra,1993-02-15,29,Femenino,Maestria,0982504563
450,D00000451,Blanca,Alfonso,1991-03-30,31,Femenino,Doctorado,0985398920
451,D00000452,Yuliana,Restrepo,1991-09-16,31,Femenino,Doctorado,0980824810
452,D00000453,Guillermo,Hernández,1980-04-13,42,Masculino,Maestria,0981181531
453,D00000454,José,Agudelo,1979-04-11,43,Masculino,Bachillerato,0985182045
454,D00000455,Martha,Fernández,1996-12-26,25,Femenino,Licenciado,0989659517
455,D00000456,Paola,Ramos,1985-10-18,37,Femenino,Bachillerato,0987203499
456,D00000457,Luis,Uribe,1982-05-19,40,Masculino,Maestria,0989473666
457,D00000458,María,González,1976-12-05,46,Femenino,Licenciado,0981474545
458,D00000459,John,Mejía,1991-08-30,31,Masculino,Licenciado,0987312251
459,D00000460,José,Vera,1976-08-26,46,Masculino,Bachillerato,0984878616
460,D00000461,Bernardo,Rodríguez,1975-02-03,47,Masculino,Doctorado,0981372890
461,D00000462,Clara,Moreno,1986-03-04,36,Femenino,Tecnologo,0980463931
462,D00000463,Giovanni,Vargas,1973-05-08,49,Masculino,Maestria,0986557639
463,D00000464,Alfredo,Castro,1978-06-07,44,Masculino,Licenciado,0985785255
464,D00000465,Ramiro,Navarro,1979-06-16,43,Masculino,Tecnologo,0981138839
465,D00000466,Aura,Torres,1993-03-18,29,Femenino,Tecnologo,0980841074
466,D00000467,Edwin,Martínez,1977-06-21,45,Masculino,Licenciado,0985124789
467,D00000468,Cecilia,Guerrero,1983-10-02,39,Femenino,Tecnologo,0986834290
468,D00000469,Ana,Muñoz,1990-09-28,32,Femenino,Tecnologo,0984592181
469,D00000470,Jorge,Orozco,1978-04-15,44,Masculino,Bachillerato,0980539910
470,D00000471,Carlos,Díaz,1995-03-11,27,Masculino,Doctorado,0982955083
471,D00000472,Natalia,Gómez,1979-11-23,43,Femenino,Tecnologo,0986107615
472,D00000473,Carlos,González,1992-10-12,30,Masculino,Maestria,0981809947
473,D00000474,Jairo,Arias,1994-12-20,27,Masculino,Doctorado,0988949624
474,D00000475,Javier,Granados,1983-07-17,39,Masculino,Tecnologo,0987849559
475,D00000476,Marcela,Campo,1994-09-12,28,Femenino,Tecnologo,0986856362
476,D00000477,Julio,Triana,1989-04-05,33,Masculino,Tecnologo,0989672890
477,D00000478,Luz,Romero,1985-05-01,37,Femenino,Doctorado,0989442677
478,D00000479,Alfonso,Medina,1982-07-25,40,Masculino,Doctorado,0986915634
479,D00000480,María,Gil,1980-01-25,42,Femenino,Bachillerato,0982491665
480,D00000481,Javier,Torres,1992-04-13,30,Masculino,Licenciado,0987455665
481,D00000482,Wilmer,Álvarez,1984-11-15,38,Masculino,Bachillerato,0985515796
482,D00000483,César,Hurtado,1974-11-06,48,Masculino,Maestria,0989199935
483,D00000484,Carlos,Martínez,1989-07-13,33,Masculino,Maestria,0985637560
484,D00000485,Jesús,Quintero,1985-03-05,37,Masculino,Doctorado,0982695866
485,D00000486,Leandro,Torres,1996-06-28,26,Masculino,Licenciado,0988638340
486,D00000487,Elena,Quintero,1997-08-16,25,Femenino,Licenciado,0980811918
487,D00000488,Jesús,Sandoval,1979-02-08,43,Masculino,Doctorado,0981981242
488,D00000489,Eduardo,Guerrero,1990-07-30,32,Masculino,Tecnologo,0986898142
489,D00000490,Andrés,Hernández,1979-04-04,43,Masculino,Maestria,0989124656
490,D00000491,Hernán,Reyes,1992-04-06,30,Masculino,Maestria,0984685727
491,D00000492,Lorena,Martínez,1982-02-13,40,Femenino,Licenciado,0980612810
492,D00000493,Diana,Sánchez,1977-05-14,45,Femenino,Doctorado,0984501057
493,D00000494,Elizabeth,Jiménez,1979-10-05,43,Femenino,Tecnologo,0984132382
494,D00000495,Nidia,Suárez,1975-11-20,47,Femenino,Tecnologo,0985115561
495,D00000496,Leidy,Cabrera,1982-10-29,40,Femenino,Tecnologo,0981523149
496,D00000497,Ángel,Medina,1982-07-23,40,Masculino,Tecnologo,0985573140
497,D00000498,Aurora,García,1983-07-20,39,Femenino,Bachillerato,0980484338
498,D00000499,Edgar,Toro,1997-09-01,25,Masculino,Licenciado,0981849510
499,D00000500,Alexander,Valderrama,1986-06-19,36,Masculino,Tecnologo,0985779928
500,D00000501,Iván,Gallego,1982-10-27,40,Masculino,Licenciado,0987673867
501,D00000502,Arturo,Ramos,1997-01-02,25,Masculino,Bachillerato,0981234893
502,D00000503,Maribel,Ochoa,1980-03-22,42,Femenino,Licenciado,0985387644
503,D00000504,Ana,Vargas,1977-12-18,44,Femenino,Bachillerato,0987495035
504,D00000505,Alexander,Burgos,1980-10-29,42,Masculino,Licenciado,0985819366
505,D00000506,William,Fonseca,1984-09-08,38,Masculino,Maestria,0981445235
506,D00000507,Germán,Bolaños,1993-05-30,29,Masculino,Tecnologo,0986704352
507,D00000508,Martha,Cortés,1975-01-10,47,Femenino,Licenciado,0989101749
508,D00000509,Gloria,Velásquez,1994-04-23,28,Femenino,Tecnologo,0988863245
509,D00000510,Ruby,Cáceres,1997-12-18,24,Femenino,Bachillerato,0989787776
510,D00000511,Jaime,Ruiz,1984-05-25,38,Masculino,Maestria,0985756987
511,D00000512,Julián,Castillo,1992-06-04,30,Masculino,Bachillerato,0986357838
512,D00000513,Jhon,Flórez,1983-12-13,38,Masculino,Licenciado,0985256343
513,D00000514,Antonio,Sánchez,1992-02-25,30,Masculino,Tecnologo,0982234523
514,D00000515,Roberto,Hernández,1996-07-12,26,Masculino,Maestria,0984359399
515,D00000516,Elena,Díaz,1994-11-26,28,Femenino,Tecnologo,0987432632
516,D00000517,Ruth,Martínez,1979-01-24,43,Femenino,Licenciado,0986664288
517,D00000518,Carlos,Hernández,1996-06-25,26,Masculino,Doctorado,0987803090
518,D00000519,Eva,Córdoba,1986-03-09,36,Femenino,Bachillerato,0989483617
519,D00000520,Alberto,Quintero,1992-03-08,30,Masculino,Licenciado,0983113980
520,D00000521,David,Calderón,1980-09-09,42,Masculino,Bachillerato,0987829081
521,D00000522,María,Forero,1984-11-02,38,Femenino,Doctorado,0984232396
522,D00000523,Elcy,Castro,1980-12-16,41,Femenino,Bachillerato,0984258845
523,D00000524,Ariel,Perdomo,1976-05-22,46,Masculino,Doctorado,0987765997
524,D00000525,Alejandro,García,1977-01-28,45,Masculino,Doctorado,0987262261
525,D00000526,Paola,León,1978-07-16,44,Femenino,Licenciado,0983194638
526,D00000527,Juan,Ramírez,1994-11-24,28,Masculino,Maestria,0986676182
527,D00000528,Alexander,Ruiz,1976-04-25,46,Masculino,Tecnologo,0988429822
528,D00000529,Alfonso,Ortega,1995-01-03,27,Masculino,Doctorado,0985804067
529,D00000530,Angie,Flórez,1997-09-02,25,Femenino,Maestria,0984503541
530,D00000531,Claudia,Guerra,1978-04-05,44,Femenino,Licenciado,0982412570
531,D00000532,Rodrigo,Duque,1987-01-13,35,Masculino,Doctorado,0987232030
532,D00000533,Esther,Jiménez,1984-09-01,38,Femenino,Maestria,0987862985
533,D00000534,Carlos,Guerrero,1984-09-30,38,Masculino,Maestria,0985534779
534,D00000535,Luz,Galindo,1974-06-06,48,Femenino,Maestria,0980539071
535,D00000536,Antonio,Ceballos,1985-08-24,37,Masculino,Doctorado,0980704725
536,D00000537,Emma,Gutiérrez,1977-12-24,44,Femenino,Licenciado,0981161594
537,D00000538,María,Castillo,1988-07-09,34,Femenino,Doctorado,0988973320
538,D00000539,Andrés,Bustos,1986-11-06,36,Masculino,Licenciado,0984326826
539,D00000540,Esperanza,Sánchez,1989-06-11,33,Femenino,Licenciado,0989299331
540,D00000541,Ferney,Prieto,1973-02-01,49,Masculino,Licenciado,0984148419
541,D00000542,Leidy,Tovar,1982-06-09,40,Femenino,Licenciado,0989589297
542,D00000543,Luis,Burgos,1975-10-19,47,Masculino,Licenciado,0985541964
543,D00000544,Jorge,Guerrero,1978-04-13,44,Masculino,Tecnologo,0984177599
544,D00000545,Alejandra,Rosero,1991-10-06,31,Femenino,Licenciado,0980661361
545,D00000546,Eduardo,Orozco,1997-01-15,25,Masculino,Tecnologo,0988259280
546,D00000547,Felix,Martínez,1979-03-29,43,Masculino,Licenciado,0987792260
547,D00000548,Javier,Díaz,1976-11-15,46,Masculino,Bachillerato,0980349150
548,D00000549,Manuel,Duarte,1975-05-28,47,Masculino,Licenciado,0980148231
549,D00000550,Alberto,Álvarez,1980-08-13,42,Masculino,Doctorado,0985447260
550,D00000551,Marina,Pacheco,1995-10-15,27,Femenino,Tecnologo,0982495915
551,D00000552,William,Cortés,1993-08-15,29,Masculino,Licenciado,0986457481
552,D00000553,Ricardo,Chacón,1975-11-06,47,Masculino,Doctorado,0980639813
553,D00000554,Esther,Niño,1990-01-02,32,Femenino,Bachillerato,0981109775
554,D00000555,Iván,Tovar,1997-07-07,25,Masculino,Doctorado,0982465411
555,D00000556,Arley,Díaz,1980-05-12,42,Masculino,Licenciado,0982951032
556,D00000557,Carlos,Amaya,1983-11-15,39,Masculino,Maestria,0982422742
557,D00000558,Luz,Contreras,1980-12-19,41,Femenino,Tecnologo,0988915530
558,D00000559,Campo,Jiménez,1979-04-14,43,Masculino,Licenciado,0988207279
559,D00000560,Carol,Suárez,1996-10-24,26,Femenino,Tecnologo,0986606517
560,D00000561,Eliana,Delgado,1984-09-13,38,Femenino,Tecnologo,0980223425
561,D00000562,Elvia,Delgado,1989-04-12,33,Femenino,Bachillerato,0987121810
562,D00000563,Nancy,Vargas,1979-10-07,43,Femenino,Maestria,0981471963
563,D00000564,David,García,1982-10-31,40,Masculino,Maestria,0982575380
564,D00000565,Néstor,Pérez,1987-10-12,35,Masculino,Bachillerato,0987769479
565,D00000566,Jairo,Guevara,1989-06-04,33,Masculino,Bachillerato,0980997083
566,D00000567,Andrea,Benavides,1975-07-09,47,Femenino,Doctorado,0989868652
567,D00000568,Andrés,Gutiérrez,1973-09-22,49,Masculino,Bachillerato,0988803147
568,D00000569,Juan,Barragán,1990-06-13,32,Masculino,Tecnologo,0986732256
569,D00000570,Alberto,Páez,1976-01-10,46,Masculino,Maestria,0987534053
570,D00000571,Óscar,Osorio,1997-10-25,25,Masculino,Licenciado,0982307166
571,D00000572,Gustavo,Pérez,1979-03-01,43,Masculino,Bachillerato,0985967290
572,D00000573,Tatiana,Calderón,1991-09-17,31,Femenino,Bachillerato,0983777589
573,D00000574,Bernardo,Montoya,1982-12-24,39,Masculino,Bachillerato,0982104197
574,D00000575,Leidy,Vargas,1988-10-21,34,Femenino,Bachillerato,0988729082
575,D00000576,José,Díaz,1993-10-09,29,Masculino,Doctorado,0986484347
576,D00000577,Alexander,Silva,1978-01-01,44,Masculino,Maestria,0980376225
577,D00000578,Ismael,Cardona,1980-07-03,42,Masculino,Bachillerato,0980172492
578,D00000579,Luis,Barrera,1997-12-01,25,Masculino,Licenciado,0989342779
579,D00000580,Andrés,Niño,1986-02-22,36,Masculino,Bachillerato,0987676381
580,D00000581,Eduardo,Ramírez,1977-09-06,45,Masculino,Licenciado,0986695344
581,D00000582,Jesús,Caicedo,1987-02-03,35,Masculino,Tecnologo,0986175619
582,D00000583,Orlando,Hurtado,1974-01-24,48,Masculino,Tecnologo,0982244425
583,D00000584,Gina,Sanabria,1984-10-11,38,Femenino,Bachillerato,0981656756
584,D00000585,Santiago,Andrade,1991-10-24,31,Masculino,Bachillerato,0987866779
585,D00000586,Camilo,Quintero,1991-07-23,31,Masculino,Tecnologo,0989985878
586,D00000587,Alirio,Ortega,1994-09-11,28,Masculino,Maestria,0986291738
587,D00000588,Rodrigo,Vargas,1992-11-07,30,Masculino,Licenciado,0983413814
588,D00000589,María,Bedoya,1996-12-07,25,Femenino,Licenciado,0983316050
589,D00000590,Francisco,Muñoz,1993-04-11,29,Masculino,Bachillerato,0981784096
590,D00000591,Kelly,Rosero,1975-10-24,47,Femenino,Licenciado,0980477495
591,D00000592,Miguel,Quiroz,1990-01-13,32,Masculino,Bachillerato,0984955059
592,D00000593,María,Rodríguez,1981-03-20,41,Femenino,Bachillerato,0988734231
593,D00000594,Jorge,Muñoz,1990-08-05,32,Masculino,Doctorado,0987411212
594,D00000595,Benjamín,Álvarez,1983-06-12,39,Masculino,Tecnologo,0986349487
595,D00000596,Hugo,Rodríguez,1992-02-06,30,Masculino,Maestria,0984131062
596,D00000597,María,Rodríguez,1988-04-04,34,Femenino,Licenciado,0988651731
597,D00000598,Ángel,Cuéllar,1988-02-10,34,Masculino,Doctorado,0981897671
598,D00000599,Jhon,Chacón,1993-07-12,29,Masculino,Doctorado,0986544371
